fullname,class,order,family,genericName,genus,description
Lasiurus pfeifferi,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus,"Pfeiffer's red bat (Lasiurus pfeifferi) is a species of bat from the family Vespertilioninae and is endemic to Cuba. It is listed as Near Threatened by the IUCN Red List due to a significant population decline, caused by human population density on its endemic island, habitat conversion, and hurricanes. The species is probably insectivorious; fecal matter samples from a single bat contained only beetles. It may be a subspecies of the Seminole bat."
Lasiurus atratus,Mammalia,Chiroptera,Vespertilionidae,Lasiurus,Lasiurus,"Lasiurus atratus, the greater red bat, is a species of vesper bat. It is found in Guyana, Venezuela, French Guiana and Suriname."
Eptesicus nilssonii,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,The northern bat (Eptesicus nilssonii) is the most abundant species of bat in northern Eurasia. It is found from England to Hokkaidō and down to northern India. It is closely related to Serotine bat (Eptesicus serotinus).
Eptesicus matroka,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,"The Malagasy serotine (Neoromicia matroka), is a species of vesper bat."
Eptesicus japonensis,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,"The Japanese short-tailed bat (Eptesicus japonensis) is a species of bat belonging to the family Vespertilionidae. It is endemic to Japan where it is found at the base of the northern Japanese Alps, the Chichibu Mountains and Oze National Park, mostly at altitudes higher than 700 m."
Eptesicus gobiensis,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,"The Gobi big brown bat (Eptesicus gobiensis) is a species of vesper bat. It is found in Afghanistan, China, India, Mongolia, Pakistan, and Russia. Russian zoologist Professor Count Nikolay Alekseyevich Bobrinski first described it in 1926, the type specimen coming from the Altai Mountains in the Gobi Desert."
Eptesicus dimissus,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,The Surat serotine (Eptesicus dimissus) is a species of vesper bat. It is found only in Thailand.
Eptesicus chiriquinus,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,The Chiriquinan serotine (Eptesicus chiriquinus) is a species of house bat.
Arielulus torquatus,Mammalia,Chiroptera,Vespertilionidae,Arielulus,Arielulus,The necklace pipistrelle (Arielulus torquatus) is a species of vesper bat found only in Taiwan.
Arielulus societatis,Mammalia,Chiroptera,Vespertilionidae,Arielulus,Arielulus,The social pipistrelle (Arielulus societatis) is a species of vesper bat found only in Malaysia.
Eptesicus andinus,Mammalia,Chiroptera,Vespertilionidae,Eptesicus,Eptesicus,"The little black serotine (Eptesicus andinus) is a species of insectivorous vesper bat. It is found in Colombia, Ecuador, Peru, Venezuela, Bolivia and Brazil at elevations from 100 to 3300 m."
Arielulus cuprosus,Mammalia,Chiroptera,Vespertilionidae,Arielulus,Arielulus,The coppery pipistrelle (Arielulus cuprosus) is a species of vesper bat found only in Malaysia.
Arielulus circumdatus,Mammalia,Chiroptera,Vespertilionidae,Arielulus,Arielulus,"The black-gilded pipistrelle (Arielulus circumdatus) is a species of vesper bat found in China, India, Myanmar, and Nepal."
Arielulus aureocollaris,Mammalia,Chiroptera,Vespertilionidae,Arielulus,Arielulus,The collared pipistrelle (Arielulus aureocollaris) is a species of vesper bat found in Laos and Thailand.
Tadarida latouchei,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida,"The La Touche's free-tailed bat (Tadarida latouchei) is a species of bat in the family Molossidae. It is found in China, Japan, and Thailand."
Tadarida kuboriensis,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida,"The New Guinea free-tailed bat (Austronomus kuboriensis), sometimes designated the New Guinea mastiff bat, is an extant species of free-tailed bat that inhabits the Chimbu highlands of Papua New Guinea. Although Koopman describes A. kuboriensis as a subspecies of the nearby A. australis (1982, 1994), the reference catalogue Mammal Species of the World suggests that recent analysis establishes these as distinct species."
Tadarida insignis,Mammalia,Chiroptera,Molossidae,Tadarida,Tadarida,"The East Asian free-tailed bat, (Tadarida insignis), was formerly considered a synonym of the European free-tailed bat. Its range includes China, Japan, and the Korean Peninsula."
Sauromys petrophilus,Mammalia,Chiroptera,Molossidae,Sauromys,Sauromys,"Roberts's flat-headed bat (Sauromys petrophilus) is a species of free-tailed bat native to southern Africa. It is the only species in the genus Sauromys. The scientific name translates as ""rock loving lizard-mouse"", while the common name honours Austin Roberts, who first described the species."
Platymops setiger,Mammalia,Chiroptera,Molossidae,Platymops,Platymops,"Peters's flat-headed bat (Platymops setiger) is a species of bat in the family Molossidae and the monotypic genus Platymops. It is found in Ethiopia, Kenya, and South Sudan. Its natural habitats are dry savanna and rocky areas."
Otomops madagascariensis,Mammalia,Chiroptera,Molossidae,Otomops,Otomops,"The Madagascar free-tailed bat or Malagasy giant mastiff bat (Otomops madagascariensis) is a species of free-tailed bat formerly included as a subspecies of the large-eared free-tailed bat, but was later considered to be a distinct, endemic Malagasy species. The Madagascar free-tailed bat is endemic to northern, western, and southern Madagascar."
Otomops johnstonei,Mammalia,Chiroptera,Molossidae,Otomops,Otomops,Johnstone's mastiff bat (Otomops johnstonei) is a species of bat in the Molossidae family endemic to Indonesia.
Mops leucostigma,Mammalia,Chiroptera,Molossidae,Mops,Mops,The Malagasy white-bellied free-tailed bat (Mops leucostigma) is a species of bat in the family Molossidae. It is endemic to Madagascar.
Mormopterus loriae,Mammalia,Chiroptera,Molossidae,Mormopterus,Mormopterus,Ozimops loriae is a species of bat found in Australia and Papua New Guinea.
Molossus rufus,Mammalia,Chiroptera,Molossidae,Molossus,Molossus,"The black mastiff bat (Molossus rufus) is a bat species. It ranges from the northern region of South America (excluding Chile), most of Central America (excluding Belize) and parts of southern Mexico."
Molossus currentium,Mammalia,Chiroptera,Molossidae,Molossus,Molossus,"The Bonda mastiff bat or Thomas's mastiff bat (Molossus currentium), is a species of mastiff bat from South and Central America. It is named for the town of Bonda, near Santa Marta in Colombia."
Molossus coibensis,Mammalia,Chiroptera,Molossidae,Molossus,Molossus,"The Coiban mastiff bat (Molossus coibensis) is a species of bat in the family Molossidae. Its range extends from Chiapas in southern Mexico to Mato Grosso in Brazil, including Peru, Ecuador, Venezuela, Panama, Costa Rica and El Salvador. The taxonomic status of the populations in Central America is uncertain. The species is insectivorous and is known from a variety of forest habitats at elevations from near sea level to 1300 m."
Molossus barnesi,Mammalia,Chiroptera,Molossidae,Molossus,Molossus,"The Coiban mastiff bat (Molossus coibensis) is a species of bat in the family Molossidae. Its range extends from Chiapas in southern Mexico to Mato Grosso in Brazil, including Peru, Ecuador, Venezuela, Panama, Costa Rica and El Salvador. The taxonomic status of the populations in Central America is uncertain. The species is insectivorous and is known from a variety of forest habitats at elevations from near sea level to 1300 m."
Molossus aztecus,Mammalia,Chiroptera,Molossidae,Molossus,Molossus,The Aztec mastiff bat (Molossus aztecus) is a species of bat in the family Molossidae. It is found from Jalisco and Cozumel Island in southern Mexico to Nicaragua (it has been reported from Guatemala but not from El Salvador or Honduras) in a variety of forest habitats at elevations from near sea level to 1300 m. It has also been reported from southern Venezuela. The species' diet is insectivorous.
Eumops trumbulli,Mammalia,Chiroptera,Molossidae,Eumops,Eumops,"The Colombian bonneted bat (Eumops trumbulli), also known as Trumbull's bonneted bat, is a bat species from South America. It is found in Bolivia, Brazil, Colombia, French Guiana, Guyana, Peru, Suriname and Venezuela."
Cynomops planirostris,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops,"The southern dog-faced bat (Cynomops planirostris), is a Central and South American bat species of the family Molossidae. It is found in northern Argentina, Bolivia, Brazil, Colombia, French Guiana, Guyana, Panama, Peru, Paraguay, Suriname and Venezuela."
Eumops patagonicus,Mammalia,Chiroptera,Molossidae,Eumops,Eumops,"The Patagonian bonneted bat (Eumops patagonicus), also called the Patagonian dwarf bonneted bat, is a species of free-tailed bat found in Argentina, Bolivia and Paraguay."
Cynomops paranus,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops,"The Para dog-faced bat (Cynomops paranus), also called the brown dog-faced bat, is a South American bat species of the family Molossidae. It is found in Panama, Colombia, Ecuador, Peru, Venezuela, Guyana, Surinam, French Guiana, Brazil, and northern Argentina."
Cynomops mexicanus,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops,"The Mexican dog-faced bat (Cynomops mexicanus) is a bat species of the family Molossidae from Central America. It is found from Nayarit in Mexico to Costa Rica at elevations up to 1500 m. It was formerly considered a subspecies of C. greenhalli. It roosts in deciduous and evergreen forest, and is usually found near small bodies of water."
Cynomops greenhalli,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops,"Greenhall's dog-faced bat (Cynomops greenhalli) is a South American bat species of the family Molossidae. It is found in Colombia, Peru, Ecuador, Venezuela, the Guianas, northeastern Brazil and Trinidad."
Cynomops abrasus,Mammalia,Chiroptera,Molossidae,Cynomops,Cynomops,"The cinnamon dog-faced bat (Cynomops abrasus), is a South American bat species of the family Molossidae. It is found in northern Argentina, Bolivia, Brazil, Colombia, Ecuador, French Guiana, Guyana, Peru, Paraguay, Suriname and Venezuela."
Cheiromeles parvidens,Mammalia,Chiroptera,Molossidae,Cheiromeles,Cheiromeles,"The lesser naked bat (Cheiromeles parvidens) is a species of bat in the family Molossidae, the free-tailed bats. It is native to Indonesia and the Philippines."
Chaerephon tomensis,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon,"The São Tomé free-tailed bat (Chaerephon tomensis) is a species of bat in the family Molossidae. It is endemic to São Tomé and Príncipe. Its natural habitats are dry savanna, moist savanna, and plantations. It is threatened by habitat loss. Only three individuals have ever been documented."
Chaerephon solomonis,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon,The Solomons mastiff bat (Chaerephon solomonis) is a species of bat in the family Molossidae. It is endemic to the Solomon Islands.
Chaerephon shortridgei,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon,Chapin's free-tailed bat (Chaerephon chapini) is a species of bat in the family Molossidae. It is found in central and southern Africa.
Chaerephon russatus,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon,"The russet free-tailed bat (Chaerephon russatus) is a species of bat in the family Molossidae. It is found in Cameroon, Democratic Republic of the Congo, Ghana, and Kenya. Its natural habitat is subtropical or tropical moist lowland forests. It is threatened by habitat loss."
Chaerephon pumilus,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon,The little free-tailed bat (Chaerephon pumilus) is a species of the genus Chaerephon in the family Molossidae. It is widely distributed across Africa and islands around the continent.
Chaerephon plicatus,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon,"The wrinkle-lipped free-tailed bat (Chaerephon plicatus) is a species of bat in the family Molossidae. It is found in Bangladesh, Bhutan, Cambodia, China, Cocos (Keeling) Islands, India, Indonesia, Laos, Malaysia, Myanmar, Nepal, the Philippines, Sri Lanka, Thailand and Vietnam."
Chaerephon leucogaster,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon,Grandidier's free-tailed bat (Chaerephon leucogaster) is a species of bat in the family Molossidae. It is endemic to Madagascar. Its natural habitats are subtropical or tropical dry forests and dry savanna. It is threatened by habitat loss. It has at times been considered synonymous with the little free-tailed bat.
Chaerephon bregullae,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon,"The Fijian mastiff bat (Chaerephon bregullae) is a species of bat in the family Molossidae. It is found in Fiji and Vanuatu. In 2013, Bat Conservation International listed this species as one of the 35 species of its worldwide priority list of conservation."
Chaerephon bivittatus,Mammalia,Chiroptera,Molossidae,Chaerephon,Chaerephon,"The spotted free-tailed bat (Chaerephon bivittatus) is a species of bat in the family Molossidae. It is found in Burundi, Djibouti, Eritrea, Ethiopia, Kenya, Mozambique, Rwanda, South Sudan, Tanzania, Uganda, Zambia, and Zimbabwe. Its natural habitats are dry savanna, moist savanna, and rocky areas."
Nyctiellus lepidus,Mammalia,Chiroptera,Natalidae,Nyctiellus,Nyctiellus,Gervais's funnel-eared bat (Nyctiellus lepidus) is a species of bat in the family Natalidae. It is monotypic within the genus Nyctiellus. It is found in Bahamas and Cuba.
